run_id,date,strategy,symbol,expiration,strike_short,strike_long,vix_close,iv_current,hv_current,vrp,candidate_score,is_eligible,fail_reason
sim_2019-02-09_2026-05-21_29c06ed80e5a,2019-02-11,short_straddle,SPY,,,,15.970000267028809,,,,0.0,False,missing_candidate_legs
sim_2019-02-09_2026-05-21_29c06ed80e5a,2019-02-11,put_credit_spread,SPY,,,,15.970000267028809,,,,0.0,False,missing_candidate_legs
sim_2019-02-09_2026-05-21_29c06ed80e5a,2019-02-12,short_straddle,SPY,,,,15.43000030517578,,,,0.0,False,missing_candidate_legs
sim_2019-02-09_2026-05-21_29c06ed80e5a,2019-02-12,put_credit_spread,SPY,,,,15.43000030517578,,,,0.0,False,missing_candidate_legs
sim_2019-02-09_2026-05-21_29c06ed80e5a,2019-02-13,short_straddle,SPY,,,,15.649999618530272,,,,0.0,False,missing_candidate_legs
sim_2019-02-09_2026-05-21_29c06ed80e5a,2019-02-13,put_credit_spread,SPY,,,,15.649999618530272,,,,0.0,False,missing_candidate_legs
sim_2019-02-09_2026-05-21_29c06ed80e5a,2019-02-14,short_straddle,SPY,,,,16.219999313354492,,,,0.0,False,missing_candidate_legs
sim_2019-02-09_2026-05-21_29c06ed80e5a,2019-02-14,put_credit_spread,SPY,,,,16.219999313354492,,,,0.0,False,missing_candidate_legs
sim_2019-02-09_2026-05-21_29c06ed80e5a,2019-02-15,short_straddle,SPY,,,,14.90999984741211,,,,0.0,False,missing_candidate_legs
sim_2019-02-09_2026-05-21_29c06ed80e5a,2019-02-15,put_credit_spread,SPY,,,,14.90999984741211,,,,0.0,False,missing_candidate_legs
sim_2019-02-09_2026-05-21_29c06ed80e5a,2019-02-19,short_straddle,SPY,,,,14.880000114440918,,,,0.0,False,missing_candidate_legs
sim_2019-02-09_2026-05-21_29c06ed80e5a,2019-02-19,put_credit_spread,SPY,,,,14.880000114440918,,,,0.0,False,missing_candidate_legs
sim_2019-02-09_2026-05-21_29c06ed80e5a,2019-02-20,short_straddle,SPY,,,,14.020000457763672,,,,0.0,False,missing_candidate_legs
sim_2019-02-09_2026-05-21_29c06ed80e5a,2019-02-20,put_credit_spread,SPY,,,,14.020000457763672,,,,0.0,False,missing_candidate_legs
sim_2019-02-09_2026-05-21_29c06ed80e5a,2019-02-21,short_straddle,SPY,,,,14.460000038146973,,,,0.0,False,missing_candidate_legs
sim_2019-02-09_2026-05-21_29c06ed80e5a,2019-02-21,put_credit_spread,SPY,,,,14.460000038146973,,,,0.0,False,missing_candidate_legs
sim_2019-02-09_2026-05-21_29c06ed80e5a,2019-02-22,short_straddle,SPY,,,,13.510000228881836,,,,0.0,False,missing_candidate_legs
sim_2019-02-09_2026-05-21_29c06ed80e5a,2019-02-22,put_credit_spread,SPY,,,,13.510000228881836,,,,0.0,False,missing_candidate_legs
sim_2019-02-09_2026-05-21_29c06ed80e5a,2019-02-25,short_straddle,SPY,,,,14.850000381469728,,,,0.0,False,missing_candidate_legs
sim_2019-02-09_2026-05-21_29c06ed80e5a,2019-02-25,put_credit_spread,SPY,,,,14.850000381469728,,,,0.0,False,missing_candidate_legs
sim_2019-02-09_2026-05-21_29c06ed80e5a,2019-02-26,short_straddle,SPY,,,,15.170000076293944,,,,0.0,False,missing_candidate_legs
sim_2019-02-09_2026-05-21_29c06ed80e5a,2019-02-26,put_credit_spread,SPY,,,,15.170000076293944,,,,0.0,False,missing_candidate_legs
sim_2019-02-09_2026-05-21_29c06ed80e5a,2019-02-27,short_straddle,SPY,,,,14.699999809265137,,,,0.0,False,missing_candidate_legs
sim_2019-02-09_2026-05-21_29c06ed80e5a,2019-02-27,put_credit_spread,SPY,,,,14.699999809265137,,,,0.0,False,missing_candidate_legs
sim_2019-02-09_2026-05-21_29c06ed80e5a,2019-02-28,short_straddle,SPY,,,,14.779999732971191,,,,0.0,False,missing_candidate_legs
sim_2019-02-09_2026-05-21_29c06ed80e5a,2019-02-28,put_credit_spread,SPY,,,,14.779999732971191,,,,0.0,False,missing_candidate_legs
sim_2019-02-09_2026-05-21_29c06ed80e5a,2019-03-01,short_straddle,SPY,,,,13.56999969482422,,,,0.0,False,missing_candidate_legs
sim_2019-02-09_2026-05-21_29c06ed80e5a,2019-03-01,put_credit_spread,SPY,,,,13.56999969482422,,,,0.0,False,missing_candidate_legs
sim_2019-02-09_2026-05-21_29c06ed80e5a,2019-03-04,short_straddle,SPY,,,,14.630000114440918,,,,0.0,False,missing_candidate_legs
sim_2019-02-09_2026-05-21_29c06ed80e5a,2019-03-04,put_credit_spread,SPY,,,,14.630000114440918,,,,0.0,False,missing_candidate_legs
sim_2019-02-09_2026-05-21_29c06ed80e5a,2019-03-05,short_straddle,SPY,,,,14.739999771118164,,,,0.0,False,missing_candidate_legs
sim_2019-02-09_2026-05-21_29c06ed80e5a,2019-03-05,put_credit_spread,SPY,,,,14.739999771118164,,,,0.0,False,missing_candidate_legs
sim_2019-02-09_2026-05-21_29c06ed80e5a,2019-03-06,short_straddle,SPY,,,,15.739999771118164,,,,0.0,False,missing_candidate_legs
sim_2019-02-09_2026-05-21_29c06ed80e5a,2019-03-06,put_credit_spread,SPY,,,,15.739999771118164,,,,0.0,False,missing_candidate_legs
sim_2019-02-09_2026-05-21_29c06ed80e5a,2019-03-07,short_straddle,SPY,,,,16.59000015258789,,,,0.0,False,missing_candidate_legs
sim_2019-02-09_2026-05-21_29c06ed80e5a,2019-03-07,put_credit_spread,SPY,,,,16.59000015258789,,,,0.0,False,missing_candidate_legs
sim_2019-02-09_2026-05-21_29c06ed80e5a,2019-03-08,short_straddle,SPY,,,,16.049999237060547,,,,0.0,False,missing_candidate_legs
sim_2019-02-09_2026-05-21_29c06ed80e5a,2019-03-08,put_credit_spread,SPY,,,,16.049999237060547,,,,0.0,False,missing_candidate_legs
sim_2019-02-09_2026-05-21_29c06ed80e5a,2019-03-11,short_straddle,SPY,,,,14.329999923706056,,,,0.0,False,missing_candidate_legs
sim_2019-02-09_2026-05-21_29c06ed80e5a,2019-03-11,put_credit_spread,SPY,,,,14.329999923706056,,,,0.0,False,missing_candidate_legs
sim_2019-02-09_2026-05-21_29c06ed80e5a,2019-03-12,short_straddle,SPY,,,,13.770000457763672,,,,0.0,False,missing_candidate_legs
sim_2019-02-09_2026-05-21_29c06ed80e5a,2019-03-12,put_credit_spread,SPY,,,,13.770000457763672,,,,0.0,False,missing_candidate_legs
sim_2019-02-09_2026-05-21_29c06ed80e5a,2019-03-13,short_straddle,SPY,,,,13.40999984741211,,,,0.0,False,missing_candidate_legs
sim_2019-02-09_2026-05-21_29c06ed80e5a,2019-03-13,put_credit_spread,SPY,,,,13.40999984741211,,,,0.0,False,missing_candidate_legs
sim_2019-02-09_2026-05-21_29c06ed80e5a,2019-03-14,short_straddle,SPY,,,,13.5,,,,0.0,False,missing_candidate_legs
sim_2019-02-09_2026-05-21_29c06ed80e5a,2019-03-14,put_credit_spread,SPY,,,,13.5,,,,0.0,False,missing_candidate_legs
