run_id,date,strategy,open_trades,margin_used,equity,margin_utilization
sim_2019-02-09_2026-05-21_138e7b4fbb82,2019-02-11,short_straddle,0,0.0,1000000.0,0.0
sim_2019-02-09_2026-05-21_138e7b4fbb82,2019-02-11,put_credit_spread,0,0.0,1000000.0,0.0
sim_2019-02-09_2026-05-21_138e7b4fbb82,2019-02-12,short_straddle,0,0.0,1000000.0,0.0
sim_2019-02-09_2026-05-21_138e7b4fbb82,2019-02-12,put_credit_spread,0,0.0,1000000.0,0.0
sim_2019-02-09_2026-05-21_138e7b4fbb82,2019-02-13,short_straddle,0,0.0,1000000.0,0.0
sim_2019-02-09_2026-05-21_138e7b4fbb82,2019-02-13,put_credit_spread,0,0.0,1000000.0,0.0
sim_2019-02-09_2026-05-21_138e7b4fbb82,2019-02-14,short_straddle,0,0.0,1000000.0,0.0
sim_2019-02-09_2026-05-21_138e7b4fbb82,2019-02-14,put_credit_spread,0,0.0,1000000.0,0.0
sim_2019-02-09_2026-05-21_138e7b4fbb82,2019-02-15,short_straddle,0,0.0,1000000.0,0.0
sim_2019-02-09_2026-05-21_138e7b4fbb82,2019-02-15,put_credit_spread,0,0.0,1000000.0,0.0
sim_2019-02-09_2026-05-21_138e7b4fbb82,2019-02-19,short_straddle,0,0.0,1000000.0,0.0
sim_2019-02-09_2026-05-21_138e7b4fbb82,2019-02-19,put_credit_spread,0,0.0,1000000.0,0.0
sim_2019-02-09_2026-05-21_138e7b4fbb82,2019-02-20,short_straddle,0,0.0,1000000.0,0.0
sim_2019-02-09_2026-05-21_138e7b4fbb82,2019-02-20,put_credit_spread,0,0.0,1000000.0,0.0
sim_2019-02-09_2026-05-21_138e7b4fbb82,2019-02-21,short_straddle,0,0.0,1000000.0,0.0
sim_2019-02-09_2026-05-21_138e7b4fbb82,2019-02-21,put_credit_spread,0,0.0,1000000.0,0.0
sim_2019-02-09_2026-05-21_138e7b4fbb82,2019-02-22,short_straddle,0,0.0,1000000.0,0.0
sim_2019-02-09_2026-05-21_138e7b4fbb82,2019-02-22,put_credit_spread,0,0.0,1000000.0,0.0
sim_2019-02-09_2026-05-21_138e7b4fbb82,2019-02-25,short_straddle,0,0.0,1000000.0,0.0
sim_2019-02-09_2026-05-21_138e7b4fbb82,2019-02-25,put_credit_spread,0,0.0,1000000.0,0.0
sim_2019-02-09_2026-05-21_138e7b4fbb82,2019-02-26,short_straddle,0,0.0,1000000.0,0.0
sim_2019-02-09_2026-05-21_138e7b4fbb82,2019-02-26,put_credit_spread,0,0.0,1000000.0,0.0
sim_2019-02-09_2026-05-21_138e7b4fbb82,2019-02-27,short_straddle,0,0.0,1000000.0,0.0
sim_2019-02-09_2026-05-21_138e7b4fbb82,2019-02-27,put_credit_spread,0,0.0,1000000.0,0.0
sim_2019-02-09_2026-05-21_138e7b4fbb82,2019-02-28,short_straddle,0,0.0,1000000.0,0.0
sim_2019-02-09_2026-05-21_138e7b4fbb82,2019-02-28,put_credit_spread,0,0.0,1000000.0,0.0
sim_2019-02-09_2026-05-21_138e7b4fbb82,2019-03-01,short_straddle,0,0.0,1000000.0,0.0
sim_2019-02-09_2026-05-21_138e7b4fbb82,2019-03-01,put_credit_spread,0,0.0,1000000.0,0.0
sim_2019-02-09_2026-05-21_138e7b4fbb82,2019-03-04,short_straddle,0,0.0,1000000.0,0.0
sim_2019-02-09_2026-05-21_138e7b4fbb82,2019-03-04,put_credit_spread,0,0.0,1000000.0,0.0
sim_2019-02-09_2026-05-21_138e7b4fbb82,2019-03-05,short_straddle,0,0.0,1000000.0,0.0
sim_2019-02-09_2026-05-21_138e7b4fbb82,2019-03-05,put_credit_spread,0,0.0,1000000.0,0.0
sim_2019-02-09_2026-05-21_138e7b4fbb82,2019-03-06,short_straddle,0,0.0,1000000.0,0.0
sim_2019-02-09_2026-05-21_138e7b4fbb82,2019-03-06,put_credit_spread,0,0.0,1000000.0,0.0
sim_2019-02-09_2026-05-21_138e7b4fbb82,2019-03-07,short_straddle,0,0.0,1000000.0,0.0
sim_2019-02-09_2026-05-21_138e7b4fbb82,2019-03-07,put_credit_spread,0,0.0,1000000.0,0.0
sim_2019-02-09_2026-05-21_138e7b4fbb82,2019-03-08,short_straddle,0,0.0,1000000.0,0.0
sim_2019-02-09_2026-05-21_138e7b4fbb82,2019-03-08,put_credit_spread,0,0.0,1000000.0,0.0
sim_2019-02-09_2026-05-21_138e7b4fbb82,2019-03-11,short_straddle,0,0.0,1000000.0,0.0
sim_2019-02-09_2026-05-21_138e7b4fbb82,2019-03-11,put_credit_spread,0,0.0,1000000.0,0.0
sim_2019-02-09_2026-05-21_138e7b4fbb82,2019-03-12,short_straddle,0,0.0,1000000.0,0.0
sim_2019-02-09_2026-05-21_138e7b4fbb82,2019-03-12,put_credit_spread,0,0.0,1000000.0,0.0
sim_2019-02-09_2026-05-21_138e7b4fbb82,2019-03-13,short_straddle,0,0.0,1000000.0,0.0
sim_2019-02-09_2026-05-21_138e7b4fbb82,2019-03-13,put_credit_spread,0,0.0,1000000.0,0.0
sim_2019-02-09_2026-05-21_138e7b4fbb82,2019-03-14,short_straddle,0,0.0,1000000.0,0.0
sim_2019-02-09_2026-05-21_138e7b4fbb82,2019-03-14,put_credit_spread,0,0.0,1000000.0,0.0
sim_2019-02-09_2026-05-21_138e7b4fbb82,2019-03-15,short_straddle,0,0.0,1000000.0,0.0
sim_2019-02-09_2026-05-21_138e7b4fbb82,2019-03-15,put_credit_spread,0,0.0,1000000.0,0.0
sim_2019-02-09_2026-05-21_138e7b4fbb82,2019-03-18,short_straddle,0,0.0,1000000.0,0.0
sim_2019-02-09_2026-05-21_138e7b4fbb82,2019-03-18,put_credit_spread,0,0.0,1000000.0,0.0
